Avg.Latency,Avg.Packetloss,misc_fact1,misc_fact2,misc_fact3,misc_fact4,misc_fact5,sw_fact1,sw_fact2,sw_fact3,sw_fact4,Domain Regn. date,Domain Existance date,Orgn.Regn.date,Avg.Throughput,hw_fact1,hw_fact2,hw_fact3,Sum_Desc
666,0.462534183226442,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-08-08,2003-03-06,2001-06-20,73.5394038754069,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
627,1.40790383992413,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-12-01,2012-01-24,2010-10-29,156.626483684666,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
340,1.79175461667031,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-12-02,2008-09-10,2006-03-23,60.287098241356,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
38,2.04538786470621,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-01-06,2018-11-30,2016-01-19,17.1199948572518,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
106,1.15680908821095,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-03-18,2016-12-28,2014-08-22,106.002664228283,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
175,0.450150459290458,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-06-03,2005-03-19,2003-03-06,134.697894410095,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
709,1.08544691879129,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-10-11,2001-06-20,1999-07-31,161.527463209078,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
384,2.22691146400274,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-06-14,2001-09-09,1999-09-25,100.493556409702,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
467,1.68899836559071,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,1999-01-28,2000-01-31,1998-02-27,116.567176283521,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
559,2.68820388641799,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2004-04-25,2004-10-01,2002-08-08,152.208235578451,HardwareIncompatiability,GoodRouter,ReasonableDevices,NoAnomaly
178,2.35366942547998,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2015-02-24,2017-01-01,2014-06-21,46.7778157070729,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
702,1.05513389739376,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-12-07,2002-08-11,1999-10-07,84.0699003952674,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
417,0.951139774265106,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2008-07-09,2010-01-25,2007-05-22,21.2890960065421,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
57,0.856266911144136,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-05-05,2016-08-09,2013-06-06,132.15813889434,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
244,0.619555644007249,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-11-25,2001-08-09,2000-01-05,105.242487300995,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
508,1.19573315014488,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2008-03-16,2008-10-29,2007-02-06,62.2932808672611,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
733,1.55669270661532,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-04-01,2008-11-12,2006-07-20,10.9505050327247,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
521,0.905247785949399,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-08-10,2014-10-06,2013-01-25,98.5104994361521,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
207,0.636153373449735,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2008-02-20,2009-02-05,2006-11-17,177.736452620283,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
532,1.99388618282888,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-11-14,2007-08-19,2005-08-04,58.0952368536942,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
179,1.13529761352487,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-09-12,2002-11-21,2000-03-24,36.592765499638,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
186,2.8884264218784,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2000-02-29,2001-03-14,1998-09-29,86.1034267140714,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
599,2.89971870415438,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2004-09-05,2004-10-29,2004-03-27,178.946949778859,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
144,1.55863814004018,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-12-05,2006-05-14,2004-03-31,131.687515967415,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
83,1.94349183159918,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2013-07-16,2014-07-11,2012-05-04,22.7650406783723,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
601,0.688916771675666,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-04-14,2015-12-06,2014-01-09,32.0030819630692,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
716,1.18006681730382,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-06-16,2004-04-30,2002-06-16,120.95990166604,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
95,0.386123251660479,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2010-01-22,2010-10-26,2009-09-19,41.8832262720678,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
231,0.226709953876595,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-02-25,2004-11-13,2001-04-26,160.550885875614,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
177,1.76089340054835,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-08-28,2010-07-02,2007-10-20,89.6311583892769,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
382,1.44414813492052,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-11-15,2008-03-24,2006-11-30,51.8208301274017,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
139,1.38246937985862,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-06-18,2008-11-09,2006-01-20,84.3302963210558,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
386,2.19357965055064,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-03-10,2000-04-10,1999-11-05,73.0105545978622,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
60,2.39662179746864,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2017-04-16,2019-02-14,2015-07-22,48.6299347802956,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
585,0.064989018438813,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-12-09,2007-02-27,2005-05-11,66.5654547496721,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
309,0.622312265192224,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-01-05,2007-09-12,2005-10-21,73.5131624470002,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
136,0.941188256814429,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-12-06,2009-10-13,2007-09-15,113.261580063651,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
753,1.99613408758852,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2002-05-24,2002-05-24,2001-07-17,68.1042562288003,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
622,0.240224532693447,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2017-03-09,2017-11-27,2015-11-23,28.571322199892,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
43,2.75149434063935,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2018-03-30,2020-01-29,2016-10-02,43.2547358966642,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
190,0.911190046213722,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-09-28,2014-08-24,2012-04-16,20.7583484712811,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
118,0.80356911309463,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2005-12-25,2007-01-09,2004-08-11,26.6950762972581,HardwareIncompatiability,GoodRouter,ReasonableDevices,NoAnomaly
638,2.28552001984741,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-12-31,2007-10-27,2004-06-02,104.087903014227,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
448,0.407859554181152,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-03-01,2003-11-21,2002-09-16,84.9590098991708,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
470,1.11093715421622,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-08-31,2018-04-25,2016-05-27,184.748233259522,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
338,1.58766475877275,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2001-06-25,2002-09-05,2001-06-12,53.4040160893536,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
456,2.86864525425567,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-01-30,2015-10-25,2012-10-17,157.359252628509,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
626,2.95437618509381,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-06-03,2009-03-02,2006-02-07,10.9162385681752,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
670,2.50850376209778,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2008-09-01,2009-06-20,2006-10-21,84.4957781142594,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,NoAnomaly
271,2.06285332941426,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-10-08,2018-01-23,2015-08-21,89.2593042613795,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
187,1.15978793810251,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-04-15,2004-03-25,2002-03-23,127.802828539889,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
482,2.62302257452708,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-03-02,2009-01-24,2007-01-10,94.6841621262071,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
126,2.82403884209632,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-10-16,2005-03-26,2002-02-09,51.9818688184369,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
535,2.39452417611229,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-06-10,2012-10-18,2009-09-16,117.887367876807,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
678,0.260813904608809,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2009-02-09,2009-08-31,2008-03-07,72.4618887844131,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
611,1.17710495871775,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-03-20,2015-12-02,2012-12-07,90.946171361634,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
578,0.559087266100362,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2013-05-01,2014-07-19,2013-02-26,50.6526484277163,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
734,0.105025398596854,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-04-29,2007-03-12,2004-09-04,116.615798707518,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
371,2.52261332632038,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2011-11-27,2013-01-22,2010-09-16,41.3280218362696,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
722,2.40921817014005,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-11-09,2001-09-25,1999-01-19,143.827859796165,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
624,1.52912877511084,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-11-12,2008-11-11,2006-12-03,20.0476085183897,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
47,1.17285978925811,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2014-05-25,2014-08-13,2014-02-08,96.5522605998048,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
355,2.36359655341132,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-07-27,2005-02-19,2003-04-03,46.654739488346,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
241,2.49043965616287,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2016-09-29,2018-03-23,2014-12-13,139.386012337105,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
528,0.971073808945647,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-11-11,2013-05-24,2010-12-19,89.6575395627827,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
276,0.152492069267935,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-06-01,2000-07-19,1999-06-23,83.3547400089087,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
759,1.188630490706,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-08-30,2014-03-28,2012-02-28,55.7846905765556,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
131,2.04012880965583,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-12-09,2003-04-08,2001-03-30,125.926822319333,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
216,0.305534822831561,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-08-20,2005-07-07,2002-11-23,12.3608696783413,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
785,0.769283688224699,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-04-15,2003-11-09,2003-01-13,129.792938987859,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
